Operation number,Output Description,Georeference,Country Name,Administrative code level 1,Administrative name level 1,Administrative code level 2,Administrative name level 2,Administrative code level 3,Administrative name level 3,Geoname ID,GeoNames Feature Code,Location Type
BO-L1021,"Sistema de riego presurizado implementado en sus dos subsistemas con un canal de 15,39 Km de longitud (Mecoya) y otro de 4,45 Km (Mecoyita). El caudal  de oferta del sistema fluye a presión que permite regar 218,03 hectáreas, beneficiando a 151 familias campesinas. Los cultivos mas relevantes son papa, maíz, hortalizas y forrajes.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"""Sistema de riego construido por una red de distribución por tuberías cerradas de 34 km de tubería en red principal, secundaria y parcelaria. El sistema es por aspersión y alcanza  a beneficiar a 270 familias, que realizan el riego parcelario en 428,64 hectáreas, de las cuales 352,51 ha son incrementales. Los cultivos que se riegan en la zona son maíz, forrajes y hortalizas por el sistema de aspersión.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Se construyeron dos mini presas en arco en los sectores Kuchu Mayu con un volumen de almacenamiento 52,298 m3 y Kiska Loma Huayko con un volumen de almacenamiento 56,493 m3. Se implementaron canales de riego de 2.036 m en Kuchu Mayu y 1.464 m en Kiska Loma ambos de PVC. Con el proyecto se benefician a 113 familias y 63 hectareas incrementales. Los cultivos que se riegan en la zona son papa, maíz, hortalizas y cereales.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Se construyeron dos subsistemas Tojlasa Grande y Okemayu: el primer subsistema compuesto por una obra de toma tipo galería filtrante y el revestimiento de 3.741 m de canales principales y secundarios que conducen  un caudal promedio de 50 l/s. El segundo subsistema tiene revestimiento de concreto en 8,160 m de canal principal y secundarios. El proyecto beneficia a 129 familias, inicialmente se contaban con 9,44 ha con riego, incorporándose con el proyecto 64 ha bajo riego. Los cultivos que se riegan en la zona son papa, maíz, y hortalizas.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Se construyó una galería filtrante y el mejoramiento del sistema de canales de 2.703 m de hormigón ciclópeo. Las familias campesinas beneficiadas son 52 , inicialmente se regaban 8,3 hectáreas, con el proyecto se incrementaron 66,87 hectáreas nuevas, beneficiando un total de 75,17 hectáreas con el proyecto. Los cultivos que se riegan en la zona son forrajes perennes y hortalizas.","0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1021,"Se construyó una obra de toma tipo galería filtrante en la quebrada Jatun Rumiyuj y canal de conducción por tubería de PVC. El proyecto beneficia a 32 familias,  inicialmente se tenía 1 hectárea bajo riego y se incrementaron 40 hectáreas nuevas. Los cultivos que se riegan en la zona del proyecto son maíz y hortalizas.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con canales de hormigón ciclópeo de 4.500 m de longitud. El riego de las áreas beneficiadas alcanzan a 326 hectáreas, de las cuales 24 hectáreas tenían riego, con el proyecto se incrementaron 303 hectáreas. Las familias campesinas que se benefician con el sistema de riego son 118 las que cultivan bajo riego, forrajes , tubérculos y leguminosas como cultivos estratégicos.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con dos obras de toma tipo tirolesa que regulan la salida de diaria de 30 l/s para abastecer las áreas de cultivo en un área de 59 hectáreas. Las 180 familias campesinas que se benefician con el proyecto, riegan principalmente cultivos como papa, maíz y forrajes perennes.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con obra de toma tipo azud con toma lateral sobre el rio Encañada, la conducción principal es mixta con tubería a presión de una longitud de 3,772 m. Con el proyecto se benefician a 353 familias que realizan el riego parcelario en 567 ha, de la cuales 460,86 hectáreas son incrementales. La producción predominante en la zona del proyecto es papa y cereales.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con obras de toma mejoradas de H°C° y 8.111 m de canal revestidos con material de concreto para el riego de 133 hectáreas, de las cuales 82 ha son incrementales. Las 247 familias campesinas regaban 51 hectáreas antes de la mejora del sistema de riego. La producción de la zona esta basada en el cultivo de maíz, forrajes y tubérculos (papa) como los principales rubros productivos.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con una obra de toma tipo galería filtrante, canal de H°C° con capacidad de conducción de agua de 35 l/s. Se tiene un reservorio de 400 m3 de capacidad.  Se beneficiaron 96 familias que riegan cultivos como papa, cebada, haba y maíz. El área incremental alcanza a 116 hectáreas, que sumada al área bajo riego sin proyecto, alcanzan a regar 117,72 hectáreas con el proyecto.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con una obra de toma tipo galería filtrante, red de  canales de hormigón ciclópeo que conducen un caudal promedio de 35 l/s para el riego de 270 ha que benefician a 371 familias campesinas. La producción de la zona se caracteriza por cultivos forrajeros, papa y ahora la introducción de hortalizas.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido consistente en la operación de un pozo profundo de 60 metros de profundidad, la conducción es de 1,239 metros lineales de PVC. El área incremental es de 1,950 hectáreas. siendo 33 las familias beneficiadas por el proyecto. Los cultivos principales bajo riego son maíz, papa y forrajes.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido consistente en la operación de un pozo profundo de 70 metros de profundidad, la conducción es a través de tubería PVC. El área incremental es de 19,50 hectáreas, siendo 33 las familias beneficiadas por el proyecto. Los cultivos principales bajo riego son maíz, papa y forrajes.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido, compuesto por una obra de toma y una tubería de conducción. Se benefician a 23 familias con 26 bajo riego incrementales, las cuales se utilizan para la producción de papa.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego implementado que opera a través de dos pozos profundos de 80 m, con canal PVC de 2,000 m de longitud. Las familias que se benefician son 46, que riegan los cultivos de maíz, papa y forrajes en un área de  36 hectáreas con el proyecto.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego que se construyó con una obra de toma mixta (Galería filtrante y pantalla de Hº Cº). La conducción y distribución esta prevista por un tramo de tubería 8,964 m. Las 42 familias beneficiadas riegan principalmente forrajes en un área de 121 hectáreas.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego tecnificado implementado a través de la instalación de 20 módulos de riego por goteo, por medio de 2 pozos perforados para regar con cada pozo un área aproximada de 26 hectáreas. Son 20 las familias que se benefician con un área de riego de 52 hectáreas, utilizadas para cultivos de tomate  principalmente.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1028,"El Municipio de El Alto, ha emprendido medidas de control de riesgos por medio de la construcción de la canalización del rio Seco Tramo Norte. El área   involucrada del proyecto toma en cuenta al Distrito 5 de la ciudad, ese es un Distrito Urbano por las características que representan, la  extensión del proyecto alcanza a aproximadamente 1350 metros de longitud. Se encuentra entre las Zonas Villa Huayna Potosí, Germán Busch y Villa Nueva Asunción de la ciudad de El Alto.Para conseguir la protección de las urbanizaciones mencionadas se ha implementado el proyecto con los siguientes aspectos:• la construcción de 1350 m de canalización de 12 m de ancho con muro de mampostería de 3.50 m de altura de piedra bruta tipo B,• la construcción de 28 vertederos y barreras transversales con sillares tipo A,• la construcción de 4 sumideros de L = 1.5 m,• la construcción de 4,860 m2 de área verde en aires de rio,• movimiento de tierras,• perfilado y tratamiento de taludes.","-16.4711,-68.1963",Bolivia,4,La Paz,,,,,3918378,AREA,Exact Location
BO-L1028,"El Municipio de El Alto ha emprendido medidas de control de riesgos debido a fenómenos naturales producidos por las precipitaciones pluviales realizando la canalización del rio Seco Tramo Sur. El área involucrada del proyecto toma en cuenta a los Distritos 3 y 4 de la ciudad de El Alto, que son Distritos Urbanos por las características que representan. La canalización tiene una longitud de 444 metros. La construcción de la Canalización del Río Seco Tramo Sur se encuentra entre las urbanizaciones Mercedario y 25 de Diciembre de los Distritos Municipales Nº 4 y 3 respectivamente.Para conseguir la protección de las urbanizaciones mencionadas se ha implementado el proyecto con los siguientes aspectos:• Construcción de muros de mampostería de piedra bruta Tipo “B” en una longitud de 488 m• Sumidero de captación de aguas pluviales• Protección de los aires de rio con la implementación de áreas verdes y arborización.","-16.5201,-68.2267",Bolivia,4,La Paz,,,,,3919732,PPL,Exact Location
BO-L1028,"El Municipio de El Alto, ha emprendido medidas de control de riesgos por medio de la construcción de la canalización del rio Seke tramo II. El área involucrada del proyecto toma en cuenta la parte baja de la cuenca en el sector Nor oeste del Municipio de El Alto distrito 4, ese es un Distrito Urbano por las características que representan, la extensión del proyecto alcanza a aproximadamente 1,159 metros de longitud.Para conseguir la protección de las urbanizaciones mencionadas se ha implementado el proyecto con los siguientes aspectos:• la construcción de 1,159 m de canalización de 12 m de ancho con muro de mampostería de 2.50 m de altura de piedra bruta tipo B,• la construcción de 23 barreras transversales tipo vertedero  de hormigón ciclópeo con sillares tipo A,• la construcción de 10 sumideros de L = 1.5 m,• la construcción de 11,962 m2 de área verde en aires de rio,• movimiento de tierras,• perfilado y tratamiento de taludes","-16.4939,-68.2283",Bolivia,4,La Paz,,,,,3900898,PPL,Exact Location
BO-L1028,"El Municipio de El Alto, ha emprendido medidas de control de riesgos por medio de la construcción de la canalización del rio Seke tramo Norte. El área   involucrada del proyecto toma en cuenta al Distrito 5 de la ciudad, ese es un Distrito Urbano por las características que representan, la  extensión del proyecto alcanza a aproximadamente 1.150 metros de longitud. Se encuentra entre las Zonas Anexo Tahuantinsuyo, Ingenio 4ta Unidad, Ingenio 3ra. Unidad, Mariscal Sucre Sector A del Distrito Municipal Nº 5 de la ciudad de El Alto.Para conseguir la protección de las urbanizaciones mencionadas se ha implementado el proyecto con los siguientes aspectos:• la construcción de 1,159 m de canalización de 12 m de ancho con muro de mampostería de 2.50 m de altura de piedra bruta tipo B,• la construcción de 23 vertederos y barreras transversales con sillares tipo A,• la construcción de 10 sumideros de L = 1.5 m,• la construcción de 11,507 m2 de área verde en aires de rio,• movimiento","-16.4792,-68.2178",Bolivia,4,La Paz,,,,,9165900,PPL,Exact Location
BO-L1028,"El proyecto comprende la reconstrucción total del embovedado del río Jancokollo entre las calles Warnes y Kilómetro 7 de la Av. Landaeta, con una longitud de 300 m., mediante una estructura de hormigón armado. Para lo cual se dividió la intervención en 3 tramos.","-16.8836,-68.2407",Bolivia,4,La Paz,,,,,3919865,PLN,Exact Location
BO-L1028,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1028,,"0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1028,"Diseño final para la construcción de 1.263 m de canalización cerrada, que consiste en 1.053  m de tubería de hormigón armado en diámetros de 650 mm, 700 mm, 800 mm y 1000 mm, canal cerrado de 210 m en mampostería de piedra bruta con revestimiento de piedra cortada. El tramo diseñado se encuentra en la zona de Villa Ingenio de la Ciudad de El Alto","-16.4762,-68.2134",Bolivia,4,La Paz,,,,,9165900,PPL,Exact Location
BO-L1028,"Diseño final para la construcción de la canalización de 1.150 m en Río Seco con muros de mampostería de piedra bruta, cámaras de inspección (10 piezas), sumideros transversales en taludes laterales (10 piezas), perfilado y tratamiento  de taludes, área verde y mitigación ambiental. El tramo diseñado se encuentra entre las zonas Anexo Tahuantisuyo, Ingenio 4ta Unidad, Ingenio 3ra. Unidad, Mariscal Sucre Sector A del Distrito Municipal 5 de la ciudad de El Alto.","-16.4746,-68.219",Bolivia,4,La Paz,,,,,9165900,PPL,Exact Location
